Competitor;100m_dev;Long_Jump_dev;Shot_Put_dev;High_Jump_dev;400m_dev;Discus_Throw_dev;Pole_Vault_dev;Javelin_Throw_dev;1500m_dev
Hans van Alphen;-0.472743177;0.191755421;0.725231915;-0.256768425;-0.353053148;0.589433764;0.22721505;0.124686651;0.673131464
Indrek Kaseorg;-0.911460724;0.158942399;-0.159590678;-0.256768425;0.108347219;-0.068026257;0.53150164;0.379841999;0.673131464
Bevan Hart;0.727278349;-0.026998056;-0.252729898;-0.650887768;0.519866465;-0.779376444;1.261789458;-0.611338392;0.673131464
Dakotah Keys;0.095008943;0.454259593;-0.12466347;0.531470262;-0.365523428;-0.984159073;-0.17173848;0.998103035;0.673131464
Josef Karas;0.495016118;0.968330262;-0.12466347;0.137350919;-0.103647545;0.621767864;-0.117643086;-0.86649374;0.673131464
Edgars Erin?;0.611147234;-0.442629661;0.597165487;-0.158238589;-0.141058385;-0.165028555;-0.293453117;0.468165005;0.673131464
Klaus Ambrosch;-0.163060203;-0.595757094;0.084899775;-0.83699968;0.257990581;-0.326699052;-0.17173848;1.204190047;0.673131464
Nikolay Averyanov;1.165995896;-0.048873403;-0.578717169;-0.256768425;-0.016355583;-0.348255118;0.430072777;-0.748729733;0.673131464
Wesley Bray;0.288560802;0.24644379;-0.194517885;-0.059708753;0.058466098;-0.28358692;0.024357323;0.016736312;0.673131464
Dennis Leyckes;0.236946973;-0.49731803;-1.09098288;0.038821083;0.532336745;-0.876378742;0.943979019;-0.591711057;0.673131464
Chris Randolph;-0.963074553;-0.442629661;-0.555432364;1.04601496;0.120817499;-0.175806588;0.551787413;-0.385624045;0.673131464
Florian Schînbeck;-0.421129348;-0.366065944;-0.101378665;-1.121641428;-0.265761187;0.600211797;0.430072777;0.124686651;0.673131464
Ingmar Vos;0.120815857;0.563636331;-0.392438728;0.137350919;-0.091177264;-0.811710543;-0.760025889;1.086426041;0.673131464
Iv†n Scolfaro da Silva;-0.137253288;0.10425403;-0.357511521;0.038821083;-0.353053148;-0.402145284;0.22721505;0.124686651;0.673131464
Christian Mandrou;-0.137253288;1.132395369;-0.485577949;-0.650887768;0.569747585;-0.359033152;-0.374596207;-0.081400361;0.673131464
Bevan Hart;-0.279191318;-0.934824983;-0.299299508;-0.059708753;-0.103647545;-0.024914124;0.842550155;-0.483760717;0.673131464
Norbert Demmel;-0.472743177;-1.055139395;0.74851672;-0.059708753;-0.053766424;1.387008216;-0.760025889;-0.199164368;0.673131464
Daniel Awde;0.172429686;-0.442629661;-1.87102385;0.432940426;1.55489972;-0.28358692;0.024357323;-0.601524724;0.673131464
Rudy Bourguignon;-0.937267639;-0.070748751;-0.136305873;-0.749417603;-0.215880066;0.179868505;0.53150164;0.55648801;0.673131464
Manuel A. Gonz†lez;-1.324371357;0.213630768;0.084899775;0.432940426;-0.801983235;-0.779376444;0.842550155;-0.365996711;0.673131464
Chris Helwick;-0.88565381;-0.748884528;-0.450650741;-0.059708753;-0.777042674;0.578655731;0.53150164;0.782202356;0.673131464
Bryan Anderson;-0.163060203;-0.825448245;0.434171851;1.04601496;0.931385711;-0.768598411;-0.17173848;-1.347363434;0.673131464
Ben Hazell;-1.02759184;-0.748884528;0.212966203;0.432940426;-0.103647545;0.858884593;-0.563930086;0.477978672;0.673131464
S†ndor Munk†csi;-0.085639459;-0.387941292;-0.939631647;0.235880754;0.993737111;-0.617705947;0.024357323;-0.778170735;0.673131464
Jarrod Sims;0.843409465;-0.464505009;-1.009486062;0.838007529;0.794212629;-0.369811185;-0.17173848;-1.15109009;0.673131464
Kip Janvrin;-0.253384403;-1.262955198;0.026687763;-1.318701099;0.819153189;0.115200306;0.125786186;0.330773663;0.673131464
Nikolay Avilov;-0.834039981;0.6183247;-0.392438728;0.739477693;0.357752822;-0.089582323;-0.949359767;0.203195989;0.673131464
Eberhard Stroot;-0.046929087;0.060503335;-0.590359571;-0.453828096;1.218202155;-0.391367251;-0.949359767;0.154127653;0.673131464
Daisuke Ikeda;-0.563067378;-0.694196159;-0.834850024;-0.453828096;0.008584977;-0.876378742;0.024357323;0.801829691;0.673131464
Yosbel G¢mez;-0.640488122;-0.180125489;-0.066451457;0.33441059;0.569747585;0.384651135;-1.510599479;0.105059317;0.673131464
Yevhen Nikitin;-0.046929087;-1.536397043;-0.473935546;-0.552357932;0.257990581;0.222980638;0.430072777;-0.778170735;0.673131464
Pieter Braun;-0.717908865;-0.026998056;-1.219049308;-0.749417603;-0.028825863;-0.28358692;0.22721505;-0.650593061;0.673131464
Nikolay Averyanov;0.662761063;-1.262955198;-0.636929181;0.038821083;-0.203409786;-0.606927914;0.024357323;-0.827239071;0.673131464
Mikk Joorits;0.81760255;-0.289502227;-0.520505156;-1.406283175;1.467607758;-0.28358692;-0.334024662;-1.072580752;0.673131464
Mike Smith;-0.021122173;0.082378683;-0.229445093;0.038821083;0.731861228;-0.887156775;-1.693171433;0.517233341;0.673131464
Ben Hazell;-0.88565381;-1.262955198;-0.054809055;-0.256768425;-0.49022623;0.028976041;-0.760025889;0.723320353;0.673131464
Ben Hazell;-1.001784925;-0.694196159;-1.079340478;-0.749417603;-0.003885303;0.169090472;-1.328027525;0.330773663;0.673131464
Dezsî Szab¢;-1.001784925;-0.289502227;-1.288903723;-0.552357932;0.120817499;-2.07274042;0.430072777;-1.200158426;0.673131464
Csaba F†bi†n;-0.963074553;-0.180125489;-1.696387812;-0.552357932;-0.215880066;-1.52306073;-1.510599479;-1.111835421;0.673131464
Sun Chaohui;-1.582440502;-1.733275172;-0.706783597;-0.552357932;-0.727161554;-1.426058432;-0.563930086;-0.738916066;0.673131464
LÇopold Marien;0.004684742;-2.881730923;-2.19701112;-2.94991727;-0.103647545;-1.641619095;-2.572221584;-1.425872772;0.673131464
Dean Torres;-3.595379836;-2.400473275;-5.014472532;-2.687171041;-1.83701649;-4.055898517;-1.328027525;-3.270842213;0.673131464
Ashton Eaton;2.224079392;1.515213953;0.317747826;-0.35529826;2.30311653;0.600211797;1.261789458;1.096239708;0.613156456
Erki Nool;1.191802811;1.73396743;0.178038996;-0.158238589;1.717013362;-0.089582323;1.90417226;1.704687077;0.613156456
Roman ?ebrle;0.662761063;1.59177767;1.144358406;1.352552227;0.91891543;0.945108858;0.842550155;0.703693018;0.613156456
Andrei Krauchanka;0.353078088;1.373024194;0.189681398;1.659089494;0.968796551;-0.089582323;1.261789458;0.988289368;0.613156456
Lev Lobodin;1.282127012;0.673013069;1.225855223;0.640947857;0.681980107;0.945108858;1.261789458;-0.12065503;0.613156456
Leonel Su†rez;-0.472743177;0.935517241;0.387602241;1.451082063;0.457515064;0.772660328;0.22721505;2.911768147;0.613156456
Pascal Behrenbruch;1.075671695;-0.595757094;1.388848859;0.038821083;0.719390947;1.333118051;0.842550155;1.508413732;0.613156456
Damian Warner;1.978913704;0.585511678;0.201323801;0.838007529;0.831623469;0.406207201;0.430072777;1.076612373;0.613156456
Christian Schenk;-0.717908865;1.515213953;1.167643211;2.721022168;0.083406658;1.300783951;0.430072777;0.939221032;0.613156456
Kevin MaIer;-0.046929087;0.673013069;0.98136477;0.137350919;0.532336745;0.783438361;1.579599897;0.899966363;0.613156456
Mike Maczey;0.314367716;1.132395369;0.573880682;0.936537365;-0.003885303;0.503209499;1.15359867;0.723320353;0.613156456
Damian Warner;1.824072217;0.99020561;-0.159590678;0.838007529;0.956326271;0.804994427;0.22721505;0.792016023;0.613156456
Eelco Sintnicolaas;1.140188982;0.99020561;-0.590359571;-0.158238589;1.143380474;0.039754074;1.795981472;0.762575022;0.613156456
Michael Schrader;1.707941102;1.755842777;0.562238279;-0.650887768;-0.016355583;0.740326228;0.430072777;0.821457025;0.613156456
Andrei Krauchanka;-0.163060203;0.585511678;0.573880682;1.04601496;0.320341982;0.837328526;0.943979019;0.468165005;0.613156456
Attila Zsiv¢czky-Pandel;0.236946973;-0.289502227;0.899867952;1.451082063;0.494925904;1.236115752;0.53150164;0.262077993;0.613156456
Eelco Sintnicolaas;1.024057866;1.208959086;0.515668669;-0.552357932;0.794212629;-1.059605305;1.261789458;0.792016023;0.613156456
Hans van Alphen;0.030491657;0.268319138;0.958079965;0.432940426;0.445044783;1.473232481;0.267786595;1.233631049;0.613156456
Attila Zsiv¢czky-Pandel;0.546629947;-0.070748751;0.969722368;1.560559658;0.245520301;0.740326228;0.22721505;0.890152696;0.613156456
Oleksiy Kasyanov;1.372451213;1.132395369;0.632092694;0.137350919;0.86903431;1.71034921;-0.17173848;-0.984257747;0.613156456
Ilya Shkurenev;0.353078088;0.399571223;-0.555432364;0.936537365;-0.053766424;0.567877698;1.261789458;-0.101027695;0.613156456
Ivan Babi;0.404691917;1.044893979;0.399244644;0.531470262;0.644569266;-0.165028555;0.430072777;-0.483760717;0.613156456
Gunnar Nixon;0.520823033;0.158942399;-0.485577949;1.867096925;0.532336745;-0.121916423;0.146071959;0.399469334;0.613156456
Norman MÅller;0.546629947;0.935517241;0.573880682;-0.256768425;0.88150459;-0.046470191;0.125786186;0.497606006;0.613156456
Florian Schînbeck;-0.666295036;0.290194485;0.131469386;-0.552357932;0.432574503;-0.014136091;1.261789458;1.076612373;0.613156456
Willem Coertzen;-0.188867117;0.913641893;-0.334226716;1.144544796;0.482455624;0.169090472;-0.624787404;1.282699385;0.613156456
Romain Barras;-0.111446373;-0.12543712;0.725231915;0.235880754;0.20810946;0.201424571;0.024357323;1.223817382;0.613156456
Romain Barras;-0.253384403;0.005814966;0.457456656;-0.158238589;0.158228339;0.169090472;0.842550155;0.762575022;0.613156456
Klaus Ambrosch;0.753085264;0.530823309;0.818371135;-0.552357932;0.158228339;-0.294364953;-0.077071541;1.596736737;0.613156456
Attila Zsiv¢czky-Pandel;-0.421129348;-0.858261266;0.946437563;1.352552227;0.145758059;0.697214096;0.430072777;0.605556346;0.613156456
Oleksiy Kasyanov;0.895023294;1.154270717;0.236251008;0.137350919;0.594688146;0.912774758;0.22721505;-1.386618103;0.613156456
Norman MÅller;0.030491657;0.10425403;0.329390229;-0.552357932;0.856564029;0.222980638;0.632930504;0.487792339;0.613156456
Maurice Smith;0.843409465;-0.672320811;0.818371135;-0.650887768;0.270460861;1.775017409;-0.374596207;0.409283001;0.613156456
Aleksandr Tabala;-1.724378532;-0.387941292;0.958079965;0.936537365;-1.15115108;1.128335421;0.842550155;0.998103035;0.613156456
Alexey Sysoev;0.495016118;-0.880136614;1.528557689;1.243074631;0.544807025;1.872019707;-0.17173848;-0.984257747;0.613156456
Tom†? Dvor†k;0.572436862;1.405837215;0.434171851;0.531470262;0.519866465;0.12597834;-1.138693646;0.311146329;0.613156456
Ra£l Duany;0.030491657;0.432384245;-0.439008338;0.936537365;0.058466098;-0.240474787;0.024357323;1.01773037;0.613156456
Niels Pittomvils;-0.692101951;0.137067052;0.247893411;0.739477693;-0.228350346;0.179868505;1.471409109;-0.375810378;0.613156456
Oleksiy Kasyanov;1.10147861;0.749576786;0.259535813;0.838007529;0.345282542;0.557099665;-0.056785768;-1.592705115;0.613156456
Rudy Bourguignon;0.546629947;0.290194485;0.247893411;-0.749417603;-0.278231467;0.061310141;1.261789458;0.340587331;0.613156456
Mikalai Shubianok;-0.446936262;-0.048873403;0.457456656;0.137350919;0.145758059;0.546321632;0.024357323;0.782202356;0.613156456
Eelco Sintnicolaas;0.469209204;0.344882854;-0.846492427;-0.35529826;0.407633943;-0.62848398;1.390266018;0.154127653;0.613156456
Florian Schînbeck;-0.472743177;-0.366065944;0.492383864;-0.749417603;0.420104223;0.481653433;1.052169807;0.252264325;0.613156456
Stefan Drews;-0.021122173;-0.158250141;-0.497220351;-0.059708753;0.519866465;-0.218918721;1.471409109;-0.748729733;0.613156456
Niels Pittomvils;-0.692101951;0.137067052;0.247893411;0.739477693;-0.228350346;0.179868505;1.052169807;-0.375810378;0.613156456
Ashley Bryant;0.030491657;-0.650445463;-0.543789961;-0.158238589;1.018677672;-0.315921019;-0.077071541;1.94021509;0.613156456
Damian Warner;1.501485785;-0.158250141;-0.706783597;-0.256768425;0.731861228;-0.585371847;-0.056785768;-0.061773026;0.613156456
Haifeng Qi;0.404691917;0.640200047;-0.392438728;-0.059708753;0.008584977;0.751104261;-0.151452708;0.379841999;0.613156456
Sergey Sviridov;-0.395322433;0.968330262;0.341032631;-0.749417603;0.332812262;1.182225587;0.22721505;-0.307114707;0.613156456
Moritz Cleve;0.869216379;0.137067052;0.049972568;-0.35529826;0.819153189;-0.757820378;0.430072777;-0.454319716;0.613156456
Brent Newdick;0.701471435;0.585511678;-0.019881847;-0.256768425;0.033525537;0.061310141;0.024357323;-0.051959359;0.613156456
Damian Warner;2.159562106;1.241772108;-8.448981279;0.33441059;1.667132241;0.880440659;0.430072777;0.438724003;0.613156456
Gunnar Nixon;0.495016118;0.213630768;-0.159590678;0.838007529;0.532336745;-1.264387935;0.024357323;-0.1893507;0.613156456
Daniel Awde;1.256320097;0.454259593;-0.927989245;-1.034059351;1.879127004;-0.402145284;1.052169807;-1.995065472;0.613156456
Rainer Pottel;0.146622772;0.6183247;0.783443927;-0.453828096;1.056088512;-2.061962387;0.632930504;-0.169723366;0.613156456
David G¢mez;0.056298571;0.24644379;0.445814254;-1.121641428;0.706920667;-0.294364953;-0.374596207;0.487792339;0.613156456
Stefan Drews;0.030491657;0.727701438;-0.834850024;-0.059708753;-0.128588105;-0.693152179;1.052169807;-0.945003078;0.613156456
Dezs? Szab¢;0.030491657;0.563636331;-0.939631647;0.235880754;1.093499353;-0.930268908;0.430072777;-0.110841362;0.613156456
Oleksiy Kasyanov;0.662761063;0.585511678;0.88822555;0.137350919;1.006207392;0.12597834;-1.138693646;-0.729102398;0.613156456
Ivan Grigoryev;0.753085264;-0.12543712;-0.706783597;0.038821083;0.170698619;-0.25125282;0.22721505;0.311146329;0.613156456
Romain Barras;-0.188867117;-0.573881747;0.259535813;-0.158238589;0.494925904;-1.167385637;0.22721505;0.281705327;0.613156456
Florian Schînbeck;-0.963074553;-0.409816639;-0.602001974;-1.318701099;0.282931141;0.966664924;1.052169807;0.419096668;0.613156456
Yunior D°az;0.520823033;1.515213953;0.469099059;-0.552357932;1.293023836;-0.412923317;-1.138693646;-0.454319716;0.613156456
Dennis Leyckes;-0.137253288;-0.541068725;0.212966203;-0.83699968;0.332812262;-0.682374146;0.842550155;0.065804648;0.613156456
Attila Zsiv¢czky-Pandel;-1.130819498;-0.934824983;0.096542178;2.086052115;-0.290701747;0.352317035;0.22721505;-0.051959359;0.613156456
Dakotah Keys;-0.163060203;0.060503335;-0.706783597;0.838007529;-0.727161554;-1.253609902;0.22721505;0.870525361;0.613156456
Chris Helwick;-0.911460724;0.10425403;-0.974558855;0.33441059;-0.589988472;0.201424571;0.653216277;0.899966363;0.613156456
Chris Helwick;-0.911460724;-1.0113887;-0.834850024;0.739477693;-0.091177264;0.169090472;0.430072777;1.145308044;0.613156456
Van Huyen Vu;0.985347495;-0.026998056;-1.521751774;0.038821083;0.519866465;-0.197362655;0.22721505;-0.336555709;0.613156456
Ahmad Hassan Moussa;0.546629947;-0.180125489;-0.252729898;-1.592395087;0.569747585;0.082866207;-0.760025889;1.263072051;0.613156456
Damjan Sitar;-0.188867117;0.694888417;-0.869777232;1.560559658;0.270460861;-0.509925615;-0.563930086;-1.759537458;0.613156456
Peter Gabbett;0.727278349;0.24644379;-0.811565219;-1.318701099;1.57984028;-0.100360356;-0.563930086;0.183568655;0.613156456
Aliaksandr Parkhomenka;-0.614681207;-0.387941292;0.771801525;-0.256768425;-0.440345109;-0.488369549;-0.374596207;0.811643358;0.613156456
Jamie Quarry;0.778892178;0.673013069;-0.567074766;-0.935529516;0.307871701;-0.650040046;-0.273167344;-1.239413095;0.613156456
Niels Pittomvils;-0.666295036;-0.650445463;-1.09098288;-0.158238589;-0.078706984;-0.542259715;1.261789458;-0.630965726;0.613156456
Pavel Rudnev;0.004684742;0.47613494;-0.939631647;0.640947857;-0.49022623;-1.188941703;0.430072777;-1.239413095;0.613156456
Christopher Hallmann;0.895023294;0.137067052;-1.754599824;-0.552357932;1.218202155;-1.361390233;-0.17173848;-0.218791702;0.613156456
Wolf Mahler;0.701471435;-0.617632442;-1.393685346;-1.220171263;1.517488879;-0.477591516;0.409787004;-1.160903757;0.613156456
Todd Doughty;0.198236601;-0.464505009;0.585523084;-0.749417603;0.033525537;-0.089582323;-0.374596207;-0.846866405;0.613156456
Sergey Logvinenko;-1.001784925;-0.234813858;-1.288903723;0.33441059;0.133287779;-0.412923317;0.842550155;-1.877301465;0.613156456
Conny Silfver;-0.692101951;-1.208266828;-0.12466347;-0.552357932;-0.153528665;-0.035692157;-0.374596207;-0.218791702;0.613156456
Moritz Cleve;-0.279191318;-1.208266828;-0.03152425;-1.220171263;0.245520301;-0.42370135;0.085214641;-0.287487373;0.613156456
Jonas Fringeli;-0.588874292;-0.748884528;-0.543789961;-0.749417603;-0.041296144;-0.229696754;0.430072777;-0.984257747;0.613156456
Mathew Clark;-0.253384403;0.268319138;0.201323801;-0.35529826;-1.288324162;-0.660818079;0.024357323;-0.140282364;0.613156456
Trond Skramstad;-0.279191318;-0.95670033;-0.602001974;-0.256768425;0.320341982;-1.576950896;-0.563930086;0.340587331;0.613156456
Edward Kozakiewicz;-0.692101951;-0.158250141;-1.219049308;-0.749417603;0.045995818;-1.00571514;0.842550155;-0.061773026;0.613156456
µlvaro Burrell;0.030491657;-1.262955198;-0.415723533;-0.158238589;1.043618232;0.018198008;-0.949359767;-1.50438211;0.613156456
Wojciech Podsiadlo;-0.808233066;-1.339518914;-0.555432364;-0.35529826;-1.16362136;-0.639262013;0.024357323;-0.532829054;0.613156456
Willi Holdorf;1.772458388;-0.234813858;0.038330165;-2.052200988;0.657039547;0.481653433;-1.875743388;-0.93518941;0.613156456
Ingmar Vos;0.030491657;-0.256689206;-0.683498792;-0.35529826;-1.512789205;-0.477591516;-1.328027525;0.409283001;0.613156456
Pelle Rietveld;-0.524357006;-0.825448245;-1.009486062;-1.318701099;0.357752822;-1.641619095;-0.17173848;0.409283001;0.613156456
Tanel TÅrk;-0.279191318;-0.366065944;-0.113021068;-1.034059351;-0.228350346;-0.326699052;-1.138693646;-0.7585434;0.613156456
Lud?k Pernica;-1.234047156;-1.164516133;-0.369153923;-0.749417603;-0.901745476;0.039754074;-0.563930086;-1.239413095;0.613156456
Dag Frode Skogheim;-0.666295036;-0.541068725;-1.486824566;-0.059708753;0.295401421;-1.404502366;-0.760025889;-1.376804436;0.613156456
Arnaud Humbey;-0.614681207;-1.186391481;-2.034017485;-1.121641428;-1.051388838;-0.035692157;-1.138693646;-1.190344759;0.613156456
Walid Nsiri;-0.911460724;-1.087952416;-0.846492427;-2.94991727;0.070936378;-0.25125282;-1.693171433;-1.641773452;0.613156456
Franz Biedermann;-1.634054331;-1.437957979;-2.627780014;-1.592395087;-0.839394075;-1.986516155;-0.949359767;0.036363646;0.613156456
Robert Lespagnard;-1.105012583;-1.787963541;-1.533394176;-1.592395087;-0.440345109;-2.633198143;-0.949359767;-1.720282789;0.613156456
Vasilios Sevastis;-1.105012583;0.749576786;-1.382042943;-8.467588074;-0.440345109;-1.361390233;-2.051553418;-0.817425404;0.613156456
Tom†? Dvor†k;1.024057866;1.099582348;1.563484897;-0.158238589;1.031147952;1.548678713;0.632930504;1.773382747;0.561749307
Andrei Krauchanka;0.236946973;1.460525584;-0.357511521;1.768567089;1.317964396;0.233758671;1.052169807;0.350400998;0.561749307
Eduard HÑmÑlÑinen;0.753085264;0.585511678;0.79508633;1.144544796;0.706920667;1.419342316;0.842550155;0.379841999;0.561749307
Eelco Sintnicolaas;0.572436862;1.296460477;0.236251008;0.432940426;0.806682909;0.061310141;1.687790685;0.291518994;0.561749307
Yordani Garc°a;0.701471435;-0.442629661;1.400491261;1.04601496;0.395163663;0.654101963;0.430072777;1.528041066;0.561749307
Maurice Smith;1.191802811;0.913641893;1.516915287;-0.552357932;0.856564029;1.473232481;-0.077071541;-0.277673705;0.561749307
AndrÇ Niklaus;0.095008943;0.858953524;-0.089736263;0.936537365;0.257990581;0.761882295;0.842550155;0.811643358;0.561749307
Romain Barras;0.236946973;-0.103561772;1.598412104;0.33441059;0.719390947;0.061310141;0.842550155;0.605556346;0.561749307
